iter	Passed	Remaining
892	7653	43767
893	7660	43754
894	7669	43746
895	7675	43725
896	7686	43725
897	7692	43704
898	7702	43703
899	7709	43686
900	7718	43683
901	7725	43663
902	7735	43660
903	7741	43642
904	7751	43640
905	7758	43622
906	7768	43622
907	7776	43612
908	7785	43602
909	7793	43594
910	7802	43585
911	7810	43575
912	7819	43569
913	7829	43568
914	7836	43550
915	7845	43544
916	7853	43533
917	7863	43530
918	7870	43513
919	7881	43520
920	7887	43498
921	7898	43499
922	7904	43479
923	7915	43484
924	7922	43464
925	7932	43466
926	7938	43445
927	7949	43446
928	7956	43428
929	7965	43425
930	7971	43404
931	7981	43403
932	7988	43385
933	7998	43385
934	8007	43375
935	8015	43367
936	8024	43357
937	8032	43347
938	8040	43336
939	8049	43327
940	8056	43315
941	8065	43307
942	8073	43296
943	8082	43290
944	8093	43292
945	8101	43282
946	8112	43285
947	8119	43267
948	8129	43269
949	8139	43265
950	8147	43256
951	8156	43248
952	8164	43236
953	8172	43225
954	8180	43213
955	8187	43197
956	8196	43194
957	8205	43185
958	8213	43176
959	8222	43167
960	8230	43158
961	8239	43151
962	8249	43147
963	8259	43149
964	8266	43131
965	8277	43132
966	8283	43114
967	8293	43111
968	8299	43092
969	8310	43093
970	8317	43075
971	8327	43078
972	8334	43060
973	8343	43056
974	8352	43044
975	8361	43039
976	8369	43030
977	8377	43017
978	8384	43000
979	8394	42998
980	8403	42994
981	8411	42983
982	8420	42977
983	8427	42960
984	8436	42954
985	8444	42942
986	8452	42931
987	8461	42923
988	8469	42913
989	8478	42906
990	8486	42892
991	8494	42884
992	8504	42883
993	8511	42865
994	8520	42858
995	8528	42846
996	8538	42849
997	8546	42833
998	8556	42834
999	8562	42814
1000	8573	42816
1001	8580	42797
1002	8590	42800
1003	8598	42784
1004	8607	42779
1005	8613	42761
1006	8624	42760
1007	8630	42742
1008	8640	42740
1009	8646	42719
1010	8656	42717
1011	8663	42699
1012	8673	42699
1013	8680	42684
1014	8689	42678
1015	8696	42662
1016	8706	42658
1017	8713	42644
1018	8722	42636
1019	8730	42627
1020	8739	42618
1021	8747	42608
1022	8756	42602
1023	8765	42593
1024	8773	42582
1025	8781	42572
1026	8791	42568
1027	8800	42565
1028	8807	42550
1029	8818	42549
1030	8824	42529
1031	8834	42529
1032	8841	42512
1033	8851	42509
1034	8858	42493
1035	8868	42491
1036	8874	42473
1037	8885	42475
1038	8892	42458
1039	8901	42455
1040	8908	42436
1041	8918	42436
1042	8926	42426
1043	8935	42419
1044	8943	42406
1045	8952	42402
1046	8959	42385
1047	8969	42381
1048	8977	42373
1049	8986	42363
1050	8994	42352
1051	9002	42343
1052	9012	42342
1053	9020	42328
1054	9028	42317
1055	9035	42303
1056	9042	42287
1057	9051	42278
1058	9059	42268
1059	9067	42257
1060	9074	42242
1061	9084	42238
1062	9091	42226
1063	9101	42222
1064	9109	42213
1065	9118	42205
1066	9128	42205
1067	9136	42192
1068	9147	42192
1069	9153	42175
1070	9164	42175
1071	9170	42155
1072	9179	42149
1073	9186	42134
1074	9195	42128
1075	9202	42113
1076	9213	42114
1077	9220	42098
1078	9230	42096
1079	9236	42079
1080	9246	42076
1081	9253	42059
1082	9263	42058
1083	9270	42041
1084	9279	42036
1085	9285	42016
1086	9296	42017
1087	9303	42000
1088	9313	41999
1089	9319	41981
1090	9330	41983
1091	9337	41967
1092	9346	41962
1093	9353	41944
1094	9363	41942
1095	9370	41926
1096	9381	41929
1097	9390	41922
1098	9399	41916
1099	9409	41917
1100	9417	41904
1101	9427	41903
1102	9434	41886
1103	9444	41885
1104	9451	41868
1105	9462	41869
1106	9468	41850
1107	9478	41849
1108	9488	41846
1109	9497	41839
1110	9505	41828
1111	9513	41818
1112	9522	41811
1113	9530	41801
1114	9540	41799
1115	9547	41784
1116	9558	41784
1117	9564	41766
1118	9574	41763
1119	9581	41746
1120	9590	41742
1121	9597	41726
1122	9608	41727
1123	9614	41710
1124	9624	41706
1125	9631	41692
1126	9642	41693
1127	9649	41676
1128	9659	41674
1129	9665	41657
1130	9675	41654
1131	9682	41637
1132	9693	41639
1133	9701	41628
1134	9709	41619
1135	9718	41611
1136	9727	41605
1137	9736	41598
1138	9743	41585
1139	9752	41574
1140	9760	41565
1141	9769	41557
1142	9778	41550
1143	9789	41554
1144	9796	41539
1145	9807	41541
1146	9814	41523
1147	9823	41520
1148	9831	41506
1149	9840	41502
1150	9848	41490
1151	9858	41486
1152	9866	41476
1153	9874	41467
1154	9884	41465
1155	9891	41449
1156	9901	41446
1157	9908	41431
1158	9916	41419
1159	9924	41407
1160	9932	41399
1161	9941	41390
1162	9950	41382
1163	9958	41372
1164	9967	41365
1165	9974	41350
1166	9984	41348
1167	9990	41332
1168	9999	41325
1169	10007	41311
1170	10014	41299
1171	10022	41288
1172	10032	41285
1173	10040	41273
1174	10049	41268
1175	10056	41252
1176	10065	41245
1177	10073	41235
1178	10082	41228
1179	10089	41214
1180	10099	41211
1181	10106	41196
1182	10117	41197
1183	10124	41183
1184	10135	41182
1185	10141	41165
1186	10152	41164
1187	10158	41147
1188	10168	41145
1189	10175	41129
1190	10186	41129
1191	10192	41113
1192	10202	41107
1193	10208	41090
1194	10218	41087
1195	10224	41070
1196	10234	41068
1197	10241	41050
1198	10250	41046
1199	10257	41030
1200	10267	41026
1201	10273	41009
1202	10283	41005
1203	10289	40988
1204	10299	40985
1205	10306	40970
1206	10316	40966
1207	10323	40950
1208	10333	40947
1209	10339	40932
1210	10350	40932
1211	10357	40918
1212	10367	40913
1213	10376	40907
1214	10386	40905
1215	10395	40899
1216	10403	40886
1217	10412	40881
1218	10419	40865
1219	10429	40864
1220	10437	40850
1221	10447	40850
1222	10454	40834
1223	10464	40832
1224	10471	40818
1225	10483	40821
1226	10491	40811
1227	10499	40802
1228	10508	40793
1229	10516	40783
1230	10527	40783
1231	10534	40770
1232	10545	40770
1233	10552	40755
1234	10562	40753
1235	10569	40737
1236	10579	40736
1237	10586	40720
1238	10596	40720
1239	10603	40703
1240	10614	40702
1241	10620	40687
1242	10630	40683
1243	10637	40668
1244	10647	40664
1245	10654	40649
1246	10663	40645
1247	10671	40634
1248	10680	40627
1249	10688	40617
1250	10697	40608
1251	10705	40598
1252	10714	40592
1253	10722	40582
1254	10731	40573
1255	10739	40562
1256	10748	40555
1257	10757	40550
1258	10765	40538
1259	10775	40534
1260	10782	40522
1261	10792	40517
1262	10799	40504
1263	10810	40504
1264	10817	40488
1265	10826	40485
1266	10835	40478
1267	10844	40469
1268	10851	40456
1269	10862	40455
1270	10870	40445
1271	10879	40440
1272	10889	40436
1273	10897	40423
1274	10906	40419
1275	10913	40405
1276	10923	40399
1277	10930	40388
1278	10941	40385
1279	10948	40370
1280	10957	40366
1281	10964	40350
1282	10974	40347
1283	10981	40332
1284	10991	40330
1285	10997	40314
1286	11008	40311
1287	11015	40297
1288	11025	40296
1289	11032	40280
1290	11041	40274
1291	11048	40259
1292	11058	40257
1293	11065	40243
1294	11075	40240
1295	11084	40231
1296	11092	40221
1297	11100	40213
1298	11108	40202
1299	11120	40203
1300	11127	40192
1301	11137	40188
1302	11144	40172
1303	11153	40166
1304	11160	40153
1305	11170	40150
1306	11177	40134
1307	11187	40129
1308	11194	40115
1309	11204	40112
1310	11211	40099
1311	11221	40097
1312	11229	40084
1313	11239	40081
1314	11245	40065
1315	11255	40060
1316	11261	40043
1317	11270	40038
1318	11277	40023
1319	11288	40022
1320	11294	40006
1321	11305	40003
1322	11312	39989
1323	11321	39985
1324	11328	39971
1325	11338	39965
1326	11345	39953
1327	11355	39948
1328	11363	39939
1329	11373	39935
1330	11383	39932
1331	11391	39920
1332	11400	39915
1333	11408	39902
1334	11418	39900
1335	11424	39884
1336	11434	39879
1337	11440	39862
1338	11451	39861
1339	11457	39846
1340	11468	39845
1341	11477	39836
1342	11486	39832
1343	11495	39823
1344	11507	39828
1345	11522	39842
1346	11538	39858
1347	11552	39867
1348	11566	39877
1349	11587	39911
1350	11618	39980
1351	11632	39991
1352	11641	39982
1353	11655	39993
1354	11667	39997
1355	11680	40002
1356	11694	40012
1357	11706	40017
1358	11716	40012
1359	11723	39997
1360	11733	39994
1361	11740	39978
1362	11749	39972
1363	11755	39956
1364	11765	39950
1365	11772	39936
1366	11782	39931
1367	11790	39922
1368	11800	39917
1369	11809	39910
1370	11817	39901
1371	11826	39891
1372	11834	39883
1373	11843	39875
1374	11852	39866
1375	11862	39863
1376	11871	39854
1377	11881	39853
1378	11888	39837
1379	11898	39833
1380	11905	39821
1381	11916	39817
1382	11925	39812
1383	11933	39802
1384	11944	39799
1385	11951	39786
1386	11961	39782
1387	11969	39771
1388	11979	39768
1389	11986	39754
1390	11997	39751
1391	12003	39736
1392	12013	39733
1393	12020	39718
1394	12030	39713
1395	12036	39697
1396	12046	39693
1397	12054	39680
1398	12063	39674
1399	12071	39662
1400	12080	39654
1401	12088	39645
1402	12097	39637
1403	12104	39624
1404	12113	39616
1405	12123	39612
1406	12134	39610
1407	12145	39609
1408	12151	39593
1409	12161	39590
1410	12168	39576
1411	12178	39570
1412	12185	39558
1413	12194	39549
1414	12201	39537
1415	12210	39530
1416	12218	39517
1417	12227	39510
1418	12234	39495
1419	12244	39492
1420	12251	39478
1421	12261	39473
1422	12270	39465
1423	12277	39454
1424	12286	39444
1425	12295	39439
1426	12304	39432
1427	12312	39421
1428	12323	39419
1429	12329	39403
1430	12340	39401
1431	12346	39386
1432	12357	39383
1433	12367	39377
1434	12375	39369
1435	12385	39365
1436	12393	39352
1437	12401	39342
1438	12409	39332
1439	12417	39322
1440	12426	39313
1441	12434	39302
1442	12442	39293
1443	12450	39283
1444	12458	39273
1445	12467	39265
1446	12475	39254
1447	12483	39244
1448	12492	39234
1449	12500	39225
1450	12508	39216
1451	12517	39207
1452	12525	39197
1453	12535	39193
1454	12543	39183
1455	12554	39180
1456	12561	39167
1457	12572	39167
1458	12582	39160
1459	12590	39152
1460	12599	39145
1461	12607	39132
1462	12617	39128
1463	12626	39121
1464	12640	39128
1465	12649	39122
1466	12657	39110
1467	12665	39101
1468	12673	39090
1469	12682	39081
1470	12690	39072
1471	12700	39068
1472	12708	39055
1473	12718	39052
1474	12724	39036
1475	12734	39032
1476	12740	39016
1477	12750	39009
1478	12757	38996
1479	12766	38988
1480	12773	38975
1481	12783	38970
1482	12790	38957
1483	12800	38952
1484	12807	38939
1485	12817	38935
1486	12824	38921
1487	12834	38918
1488	12841	38904
1489	12852	38901
1490	12861	38894
1491	12869	38885
1492	12878	38875
1493	12886	38866
1494	12893	38852
1495	12903	38848
1496	12912	38841
1497	12920	38830
1498	12929	38823
1499	12937	38812
1500	12948	38811
1501	12954	38795
1502	12963	38788
1503	12971	38775
1504	12982	38774
1505	12989	38760
1506	12999	38757
1507	13006	38742
1508	13016	38738
1509	13022	38723
1510	13032	38718
1511	13039	38705
1512	13050	38701
1513	13058	38691
1514	13067	38683
1515	13074	38672
1516	13083	38664
1517	13092	38655
1518	13100	38645
1519	13108	38635
1520	13116	38626
1521	13125	38618
1522	13134	38608
1523	13142	38599
1524	13150	38588
1525	13158	38578
1526	13166	38567
1527	13174	38557
1528	13182	38548
1529	13191	38540
1530	13199	38529
1531	13207	38519
1532	13215	38507
1533	13223	38497
1534	13231	38488
1535	13239	38476
1536	13248	38469
1537	13257	38461
1538	13265	38450
1539	13274	38443
1540	13282	38434
1541	13295	38438
1542	13302	38424
1543	13312	38420
1544	13319	38405
1545	13329	38401
1546	13335	38387
1547	13346	38382
1548	13352	38368
1549	13363	38367
1550	13372	38359
1551	13380	38348
1552	13389	38340
1553	13397	38329
1554	13408	38327
1555	13415	38314
1556	13425	38311
1557	13432	38298
1558	13443	38295
1559	13450	38282
1560	13460	38277
1561	13467	38263
1562	13477	38258
1563	13483	38244
1564	13494	38241
1565	13500	38225
1566	13510	38220
1567	13517	38206
1568	13527	38203
1569	13536	38194
1570	13544	38183
1571	13552	38174
1572	13560	38165
1573	13569	38155
1574	13577	38147
1575	13586	38138
1576	13594	38127
1577	13602	38118
1578	13612	38113
1579	13622	38108
1580	13629	38094
1581	13638	38087
1582	13645	38075
1583	13656	38072
1584	13663	38058
1585	13673	38055
1586	13680	38041
1587	13690	38037
1588	13697	38023
1589	13707	38017
1590	13713	38004
1591	13723	37999
1592	13730	37985
1593	13742	37985
1594	13750	37976
1595	13759	37968
1596	13769	37962
1597	13776	37951
1598	13786	37945
1599	13793	37932
1600	13802	37924
1601	13810	37913
1602	13820	37908
1603	13827	37895
1604	13835	37886
1605	13844	37877
1606	13854	37873
1607	13862	37863
1608	13873	37859
1609	13879	37845
1610	13890	37844
1611	13898	37834
1612	13908	37827
1613	13916	37818
1614	13925	37808
1615	13936	37807
1616	13942	37792
1617	13953	37788
1618	13959	37774
1619	13970	37771
1620	13977	37757
1621	13989	37758
1622	13997	37748
1623	14005	37739
1624	14015	37733
1625	14025	37728
1626	14036	37726
1627	14043	37713
1628	14053	37709
1629	14060	37695
1630	14070	37691
1631	14079	37683
1632	14087	37673
1633	14096	37665
1634	14105	37657
1635	14116	37654
1636	14124	37645
1637	14134	37640
1638	14141	37626
1639	14151	37623
1640	14158	37608
1641	14167	37602
1642	14174	37589
1643	14184	37583
1644	14191	37570
1645	14201	37565
1646	14211	37560
1647	14220	37552
1648	14228	37543
1649	14237	37534
1650	14245	37525
1651	14253	37515
1652	14261	37504
1653	14269	37493
1654	14277	37483
1655	14285	37474
1656	14292	37461
1657	14303	37457
1658	14311	37447
1659	14319	37438
1660	14331	37438
1661	14337	37423
1662	14348	37420
1663	14355	37406
1664	14366	37404
1665	14373	37390
1666	14383	37386
1667	14389	37371
1668	14400	37367
1669	14408	37357
1670	14416	37348
1671	14425	37339
1672	14433	37331
1673	14443	37324
1674	14451	37315
1675	14461	37310
