iter	Passed	Remaining
1676	14468	37296
1677	14478	37292
1678	14485	37279
1679	14495	37275
1680	14502	37262
1681	14513	37259
1682	14520	37245
1683	14530	37241
1684	14537	37227
1685	14547	37222
1686	14553	37207
1687	14564	37204
1688	14570	37190
1689	14581	37186
1690	14590	37178
1691	14598	37169
1692	14606	37159
1693	14615	37151
1694	14624	37143
1695	14632	37132
1696	14641	37124
1697	14648	37112
1698	14656	37103
1699	14665	37094
1700	14675	37090
1701	14682	37076
1702	14691	37070
1703	14699	37058
1704	14708	37051
1705	14715	37039
1706	14725	37032
1707	14732	37021
1708	14742	37016
1709	14749	37003
1710	14760	36999
1711	14766	36985
1712	14776	36981
1713	14783	36968
1714	14794	36963
1715	14800	36948
1716	14809	36942
1717	14816	36929
1718	14826	36924
1719	14833	36910
1720	14843	36907
1721	14850	36893
1722	14861	36889
1723	14870	36882
1724	14878	36872
1725	14887	36863
1726	14895	36855
1727	14904	36847
1728	14912	36836
1729	14921	36828
1730	14929	36818
1731	14938	36812
1732	14946	36800
1733	14955	36794
1734	14962	36781
1735	14971	36772
1736	14978	36760
1737	14988	36754
1738	14995	36743
1739	15005	36736
1740	15014	36729
1741	15025	36725
1742	15031	36712
1743	15040	36705
1744	15047	36692
1745	15058	36687
1746	15066	36679
1747	15075	36670
1748	15083	36661
1749	15092	36652
1750	15100	36644
1751	15111	36639
1752	15121	36635
1753	15128	36622
1754	15138	36616
1755	15146	36606
1756	15156	36600
1757	15162	36587
1758	15173	36582
1759	15179	36569
1760	15190	36565
1761	15196	36551
1762	15206	36544
1763	15212	36531
1764	15222	36524
1765	15229	36511
1766	15238	36505
1767	15245	36491
1768	15255	36487
1769	15262	36473
1770	15272	36469
1771	15279	36456
1772	15289	36450
1773	15295	36437
1774	15305	36432
1775	15314	36423
1776	15323	36415
1777	15330	36404
1778	15339	36394
1779	15347	36385
1780	15356	36378
1781	15367	36374
1782	15376	36366
1783	15386	36361
1784	15392	36348
1785	15402	36342
1786	15413	36338
1787	15422	36330
1788	15430	36321
1789	15438	36310
1790	15449	36307
1791	15456	36295
1792	15465	36287
1793	15472	36275
1794	15482	36270
1795	15489	36257
1796	15500	36252
1797	15506	36240
1798	15516	36233
1799	15523	36221
1800	15533	36216
1801	15540	36204
1802	15552	36203
1803	15561	36196
1804	15570	36187
1805	15579	36179
1806	15587	36170
1807	15596	36161
1808	15604	36150
1809	15615	36149
1810	15622	36136
1811	15632	36129
1812	15640	36120
1813	15651	36116
1814	15660	36109
1815	15669	36101
1816	15677	36092
1817	15686	36083
1818	15696	36078
1819	15703	36066
1820	15713	36060
1821	15720	36048
1822	15730	36042
1823	15738	36032
1824	15749	36030
1825	15757	36018
1826	15766	36012
1827	15775	36003
1828	15784	35995
1829	15792	35986
1830	15801	35978
1831	15809	35969
1832	15818	35960
1833	15827	35953
1834	15835	35942
1835	15845	35936
1836	15852	35924
1837	15862	35920
1838	15869	35906
1839	15880	35903
1840	15887	35890
1841	15897	35885
1842	15904	35872
1843	15913	35866
1844	15920	35853
1845	15929	35846
1846	15936	35833
1847	15946	35828
1848	15953	35814
1849	15962	35808
1850	15969	35795
1851	15979	35789
1852	15985	35776
1853	15995	35770
1854	16002	35757
1855	16012	35752
1856	16019	35738
1857	16029	35734
1858	16036	35722
1859	16046	35717
1860	16055	35707
1861	16063	35699
1862	16072	35689
1863	16081	35681
1864	16089	35673
1865	16098	35665
1866	16109	35661
1867	16116	35648
1868	16126	35644
1869	16133	35631
1870	16144	35627
1871	16150	35614
1872	16161	35609
1873	16167	35597
1874	16177	35590
1875	16184	35577
1876	16194	35573
1877	16201	35559
1878	16210	35553
1879	16217	35540
1880	16227	35534
1881	16233	35520
1882	16244	35517
1883	16253	35509
1884	16262	35500
1885	16269	35490
1886	16278	35480
1887	16286	35471
1888	16294	35462
1889	16302	35452
1890	16310	35442
1891	16318	35432
1892	16327	35424
1893	16336	35416
1894	16344	35406
1895	16353	35397
1896	16362	35390
1897	16373	35387
1898	16380	35374
1899	16390	35369
1900	16397	35356
1901	16408	35352
1902	16414	35338
1903	16423	35332
1904	16430	35318
1905	16441	35315
1906	16447	35301
1907	16457	35295
1908	16463	35282
1909	16473	35276
1910	16480	35263
1911	16490	35258
1912	16497	35245
1913	16508	35241
1914	16516	35231
1915	16525	35223
1916	16533	35214
1917	16542	35206
1918	16551	35198
1919	16558	35187
1920	16568	35180
1921	16575	35169
1922	16585	35163
1923	16593	35152
1924	16602	35144
1925	16610	35134
1926	16620	35130
1927	16627	35118
1928	16636	35110
1929	16643	35097
1930	16653	35093
1931	16660	35079
1932	16670	35073
1933	16676	35060
1934	16686	35055
1935	16693	35042
1936	16702	35035
1937	16709	35022
1938	16718	35015
1939	16726	35003
1940	16737	35000
1941	16748	34997
1942	16756	34987
1943	16768	34985
1944	16774	34972
1945	16784	34966
1946	16791	34954
1947	16802	34949
1948	16809	34937
1949	16819	34932
1950	16826	34920
1951	16835	34913
1952	16842	34901
1953	16853	34896
1954	16862	34889
1955	16870	34879
1956	16875	34862
1957	16885	34857
1958	16892	34844
1959	16902	34839
1960	16908	34825
1961	16919	34821
1962	16926	34809
1963	16936	34803
1964	16943	34791
1965	16952	34785
1966	16961	34776
1967	16970	34767
1968	16979	34761
1969	16987	34751
1970	16996	34742
1971	17004	34733
1972	17015	34729
1973	17022	34716
1974	17032	34712
1975	17039	34699
1976	17049	34693
1977	17055	34680
1978	17066	34676
1979	17072	34662
1980	17083	34657
1981	17089	34644
1982	17099	34638
1983	17106	34626
1984	17116	34620
1985	17122	34607
1986	17132	34601
1987	17139	34589
1988	17149	34582
1989	17155	34570
1990	17165	34563
1991	17172	34551
1992	17181	34544
1993	17188	34531
1994	17199	34527
1995	17207	34518
1996	17216	34510
1997	17223	34498
1998	17233	34492
1999	17242	34484
2000	17250	34474
2001	17258	34466
2002	17266	34455
2003	17274	34445
2004	17283	34437
2005	17292	34430
2006	17300	34419
2007	17310	34414
2008	17317	34403
2009	17327	34396
2010	17335	34386
2011	17343	34377
2012	17353	34369
2013	17364	34366
2014	17371	34355
2015	17382	34350
2016	17393	34347
2017	17400	34335
2018	17410	34329
2019	17417	34318
2020	17428	34312
2021	17437	34306
2022	17447	34299
2023	17457	34293
2024	17466	34285
2025	17476	34281
2026	17483	34268
2027	17493	34263
2028	17500	34251
2029	17510	34245
2030	17517	34233
2031	17527	34226
2032	17534	34214
2033	17543	34207
2034	17550	34195
2035	17560	34190
2036	17567	34177
2037	17577	34172
2038	17585	34162
2039	17596	34157
2040	17607	34153
2041	17614	34142
2042	17624	34137
2043	17631	34125
2044	17641	34119
2045	17648	34106
2046	17657	34098
2047	17665	34087
2048	17675	34082
2049	17682	34070
2050	17691	34064
2051	17698	34051
2052	17708	34044
2053	17714	34032
2054	17724	34026
2055	17731	34014
2056	17741	34008
2057	17747	33995
2058	17757	33988
2059	17764	33976
2060	17775	33972
2061	17782	33960
2062	17792	33954
2063	17800	33945
2064	17809	33936
2065	17817	33927
2066	17825	33918
2067	17834	33909
2068	17842	33899
2069	17852	33893
2070	17860	33883
2071	17868	33874
2072	17876	33864
2073	17885	33855
2074	17892	33845
2075	17901	33837
2076	17909	33826
2077	17917	33817
2078	17925	33806
2079	17933	33797
2080	17941	33787
2081	17948	33777
2082	17956	33767
2083	17964	33756
2084	17973	33748
2085	17981	33739
2086	17989	33729
2087	17998	33720
2088	18006	33712
2089	18015	33703
2090	18024	33695
2091	18033	33687
2092	18040	33677
2093	18049	33668
2094	18057	33659
2095	18067	33652
2096	18074	33641
2097	18085	33635
2098	18091	33623
2099	18102	33619
2100	18109	33607
2101	18119	33600
2102	18125	33587
2103	18135	33581
2104	18142	33569
2105	18152	33564
2106	18159	33551
2107	18168	33545
2108	18175	33533
2109	18185	33526
2110	18191	33514
2111	18201	33507
2112	18208	33496
2113	18217	33488
2114	18224	33476
2115	18234	33469
2116	18241	33458
2117	18251	33452
2118	18258	33440
2119	18268	33434
2120	18274	33421
2121	18284	33415
2122	18291	33402
2123	18300	33396
2124	18307	33383
2125	18318	33379
2126	18324	33367
2127	18334	33361
2128	18343	33352
2129	18352	33345
2130	18361	33336
2131	18369	33327
2132	18378	33319
2133	18386	33309
2134	18394	33299
2135	18402	33289
2136	18411	33282
2137	18418	33271
2138	18427	33261
2139	18435	33252
2140	18444	33244
2141	18453	33236
2142	18465	33234
2143	18472	33222
2144	18482	33217
2145	18489	33204
2146	18499	33198
2147	18506	33187
2148	18516	33181
2149	18522	33168
2150	18533	33163
2151	18539	33150
2152	18549	33144
2153	18556	33132
2154	18565	33125
2155	18573	33115
2156	18583	33108
2157	18591	33099
2158	18600	33090
2159	18608	33082
2160	18616	33072
2161	18625	33063
2162	18633	33053
2163	18643	33047
2164	18651	33038
2165	18661	33031
2166	18668	33020
2167	18678	33015
2168	18685	33003
2169	18696	32998
2170	18703	32988
2171	18713	32982
2172	18720	32969
2173	18730	32964
2174	18739	32955
2175	18747	32945
2176	18755	32936
2177	18764	32927
2178	18772	32918
2179	18780	32908
2180	18787	32898
2181	18796	32890
2182	18804	32880
2183	18813	32871
2184	18822	32863
2185	18830	32854
2186	18839	32846
2187	18847	32836
2188	18858	32831
2189	18865	32820
2190	18876	32816
2191	18883	32804
2192	18893	32798
2193	18900	32786
2194	18910	32780
2195	18916	32767
2196	18926	32762
2197	18933	32750
2198	18943	32744
2199	18950	32733
2200	18960	32725
2201	18969	32718
2202	18978	32710
2203	18986	32700
2204	18994	32691
2205	19004	32685
2206	19011	32674
2207	19020	32665
2208	19028	32655
2209	19036	32646
2210	19045	32637
2211	19053	32629
2212	19062	32620
2213	19072	32614
2214	19079	32603
2215	19090	32598
2216	19097	32587
2217	19109	32583
2218	19117	32575
2219	19126	32566
2220	19134	32557
2221	19142	32547
2222	19149	32536
2223	19159	32530
2224	19168	32521
2225	19177	32513
2226	19185	32505
2227	19194	32495
2228	19201	32485
2229	19209	32475
2230	19217	32466
2231	19226	32457
2232	19235	32449
2233	19243	32439
2234	19251	32431
2235	19261	32423
2236	19271	32417
2237	19278	32406
2238	19288	32400
2239	19295	32388
2240	19305	32382
2241	19313	32372
2242	19324	32368
2243	19333	32360
2244	19341	32350
2245	19352	32346
2246	19359	32334
2247	19370	32329
2248	19376	32317
2249	19386	32310
2250	19393	32299
2251	19403	32292
2252	19410	32281
2253	19421	32277
2254	19430	32270
2255	19438	32260
2256	19445	32248
2257	19455	32242
2258	19464	32233
2259	19472	32224
2260	19481	32215
2261	19489	32206
2262	19497	32197
2263	19505	32187
2264	19514	32179
2265	19522	32169
2266	19532	32163
2267	19540	32153
2268	19551	32149
2269	19558	32137
2270	19568	32131
2271	19575	32120
2272	19585	32113
2273	19591	32101
2274	19602	32095
2275	19609	32084
2276	19619	32078
2277	19625	32066
2278	19635	32059
2279	19642	32048
2280	19652	32042
2281	19660	32032
2282	19669	32024
2283	19676	32013
2284	19686	32006
2285	19694	31997
2286	19703	31988
2287	19711	31979
2288	19719	31969
2289	19726	31958
2290	19735	31950
2291	19744	31942
2292	19752	31933
2293	19760	31923
2294	19769	31915
2295	19778	31906
2296	19786	31897
2297	19796	31891
2298	19803	31879
2299	19813	31873
2300	19820	31861
2301	19830	31856
2302	19837	31845
2303	19848	31840
2304	19855	31828
2305	19865	31822
2306	19871	31810
2307	19882	31804
2308	19888	31792
2309	19898	31786
2310	19905	31773
2311	19915	31768
2312	19921	31755
2313	19932	31750
2314	19940	31741
2315	19949	31732
2316	19957	31723
2317	19966	31715
2318	19975	31708
2319	19984	31699
2320	19994	31693
2321	20001	31682
2322	20011	31675
2323	20018	31664
2324	20029	31659
2325	20037	31649
2326	20046	31642
2327	20053	31630
2328	20062	31623
2329	20069	31611
2330	20079	31605
2331	20085	31593
2332	20096	31587
2333	20105	31579
2334	20114	31571
2335	20122	31561
2336	20131	31553
2337	20140	31545
2338	20148	31536
2339	20157	31528
2340	20166	31520
2341	20178	31516
2342	20185	31505
2343	20195	31500
2344	20202	31488
2345	20212	31481
2346	20219	31470
2347	20229	31464
2348	20239	31457
2349	20247	31447
2350	20255	31438
2351	20263	31428
2352	20271	31419
2353	20279	31410
2354	20290	31405
2355	20298	31394
2356	20308	31389
2357	20315	31377
2358	20325	31371
2359	20332	31359
2360	20342	31353
2361	20349	31343
2362	20360	31338
2363	20367	31326
2364	20377	31320
2365	20387	31312
2366	20394	31302
2367	20402	31292
2368	20409	31282
2369	20416	31271
2370	20425	31263
2371	20434	31254
2372	20443	31247
2373	20452	31238
2374	20460	31229
2375	20469	31221
2376	20477	31211
2377	20486	31203
2378	20494	31193
2379	20503	31186
2380	20511	31176
2381	20521	31170
2382	20528	31159
2383	20537	31150
2384	20544	31139
2385	20554	31133
2386	20563	31124
2387	20573	31118
2388	20579	31106
2389	20589	31100
2390	20595	31087
2391	20606	31082
2392	20613	31071
2393	20623	31065
2394	20632	31055
2395	20641	31048
2396	20649	31038
2397	20657	31029
2398	20666	31021
2399	20674	31011
2400	20682	31002
2401	20691	30993
2402	20700	30985
2403	20708	30976
2404	20718	30969
2405	20725	30958
2406	20735	30953
2407	20742	30941
2408	20753	30936
2409	20759	30924
2410	20769	30917
2411	20776	30906
2412	20787	30900
2413	20793	30889
2414	20803	30882
2415	20809	30869
2416	20819	30862
2417	20826	30852
2418	20835	30844
2419	20842	30833
2420	20853	30827
2421	20859	30815
2422	20870	30810
2423	20878	30801
2424	20887	30793
2425	20896	30784
2426	20905	30776
2427	20913	30766
2428	20921	30757
2429	20929	30748
2430	20936	30737
2431	20945	30728
2432	20953	30719
2433	20962	30711
2434	20970	30702
2435	20979	30694
2436	20987	30684
2437	20997	30677
2438	21004	30666
2439	21013	30658
2440	21020	30648
2441	21029	30639
2442	21036	30629
2443	21045	30621
2444	21053	30611
2445	21062	30602
2446	21070	30594
2447	21079	30585
2448	21086	30575
2449	21094	30566
2450	21103	30556
2451	21112	30549
2452	21119	30538
2453	21128	30529
2454	21136	30520
2455	21144	30511
2456	21152	30502
2457	21160	30493
2458	21168	30483
2459	21175	30472
2460	21185	30465
2461	21194	30456
2462	21201	30446
2463	21212	30441
2464	21220	30431
2465	21229	30423
2466	21236	30413
2467	21247	30407
2468	21253	30395
2469	21263	30388
2470	21270	30378
2471	21281	30371
2472	21288	30361
2473	21298	30354
2474	21305	30343
2475	21314	30336
2476	21323	30327
2477	21332	30319
2478	21340	30310
2479	21350	30303
2480	21359	30296
2481	21367	30286
2482	21375	30277
2483	21384	30268
2484	21393	30260
2485	21400	30250
2486	21408	30240
2487	21416	30230
2488	21424	30221
2489	21432	30211
2490	21441	30203
2491	21449	30193
2492	21456	30184
2493	21465	30175
2494	21474	30167
2495	21482	30157
2496	21491	30150
2497	21499	30140
2498	21510	30134
2499	21517	30123
2500	21527	30117
2501	21534	30106
2502	21544	30099
2503	21550	30087
2504	21560	30081
2505	21566	30069
2506	21577	30063
2507	21583	30051
2508	21593	30044
2509	21600	30033
2510	21609	30026
2511	21620	30020
2512	21628	30011
2513	21636	30002
2514	21645	29993
2515	21653	29984
2516	21662	29976
2517	21671	29968
2518	21678	29957
2519	21686	29948
2520	21695	29940
2521	21704	29931
2522	21712	29922
2523	21720	29913
2524	21728	29903
2525	21738	29896
2526	21745	29886
2527	21754	29878
2528	21762	29868
2529	21773	29862
2530	21779	29851
2531	21789	29844
2532	21796	29833
2533	21806	29827
2534	21813	29815
2535	21823	29809
2536	21830	29798
2537	21840	29792
2538	21847	29780
2539	21858	29776
2540	21867	29767
2541	21876	29759
2542	21887	29754
2543	21895	29745
2544	21905	29738
2545	21912	29727
2546	21923	29721
2547	21929	29710
2548	21939	29703
2549	21946	29692
2550	21956	29685
2551	21963	29675
2552	21973	29667
2553	21980	29656
2554	21989	29649
2555	21996	29638
2556	22006	29631
2557	22013	29621
2558	22022	29612
2559	22029	29602
2560	22039	29595
2561	22047	29586
2562	22059	29581
2563	22071	29577
2564	22082	29571
2565	22091	29564
2566	22102	29558
2567	22109	29547
2568	22119	29541
2569	22126	29531
2570	22136	29524
2571	22143	29513
2572	22153	29506
2573	22160	29496
2574	22171	29490
2575	22179	29481
2576	22188	29472
2577	22196	29463
2578	22205	29454
2579	22215	29447
2580	22225	29441
2581	22235	29434
2582	22241	29423
2583	22252	29416
2584	22259	29406
2585	22268	29399
2586	22275	29387
2587	22285	29381
2588	22292	29370
2589	22302	29363
2590	22308	29351
2591	22318	29344
2592	22325	29333
2593	22335	29326
2594	22342	29316
2595	22353	29310
2596	22361	29301
2597	22369	29292
2598	22377	29282
2599	22386	29275
2600	22395	29266
2601	22403	29257
2602	22414	29252
2603	22421	29241
2604	22432	29235
2605	22439	29224
2606	22449	29217
2607	22455	29206
2608	22466	29200
2609	22472	29188
2610	22483	29182
2611	22489	29171
2612	22499	29163
2613	22505	29152
2614	22515	29145
2615	22522	29134
2616	22533	29128
2617	22541	29119
2618	22549	29110
2619	22558	29101
2620	22566	29092
2621	22573	29082
2622	22582	29074
2623	22591	29065
2624	22601	29059
2625	22611	29052
2626	22619	29042
2627	22627	29033
2628	22635	29023
2629	22645	29016
2630	22651	29005
2631	22660	28997
2632	22667	28987
2633	22676	28978
2634	22683	28968
2635	22693	28960
2636	22700	28950
2637	22709	28942
2638	22717	28932
2639	22726	28925
2640	22734	28914
2641	22744	28908
2642	22751	28897
2643	22761	28891
2644	22768	28880
2645	22778	28873
2646	22785	28862
2647	22795	28855
2648	22801	28844
2649	22812	28838
2650	22819	28827
2651	22829	28820
2652	22838	28812
2653	22847	28804
2654	22857	28798
2655	22865	28788
2656	22874	28780
2657	22881	28770
2658	22892	28763
2659	22899	28752
2660	22909	28746
2661	22915	28735
2662	22926	28728
2663	22932	28717
2664	22943	28711
2665	22950	28701
2666	22960	28693
2667	22966	28682
2668	22978	28677
2669	22986	28668
2670	22994	28659
2671	23003	28651
2672	23013	28643
2673	23023	28637
2674	23030	28626
2675	23040	28619
2676	23046	28608
2677	23057	28601
2678	23063	28590
2679	23073	28583
2680	23080	28572
2681	23090	28565
2682	23097	28555
2683	23108	28549
2684	23114	28538
2685	23125	28532
2686	23134	28524
2687	23142	28515
2688	23149	28504
2689	23158	28496
2690	23164	28484
2691	23173	28476
2692	23180	28465
2693	23190	28458
2694	23197	28447
2695	23207	28441
2696	23213	28429
2697	23223	28422
2698	23230	28411
2699	23240	28404
2700	23246	28393
2701	23257	28387
2702	23263	28376
2703	23273	28369
2704	23280	28358
2705	23290	28351
2706	23297	28341
2707	23306	28333
2708	23313	28321
2709	23324	28316
2710	23332	28307
2711	23341	28299
2712	23351	28291
2713	23358	28281
2714	23369	28276
2715	23377	28266
2716	23387	28259
2717	23394	28249
2718	23405	28242
2719	23411	28231
2720	23422	28225
2721	23428	28213
2722	23438	28206
2723	23444	28195
2724	23453	28187
2725	23460	28176
2726	23468	28167
2727	23475	28156
2728	23485	28149
2729	23491	28138
2730	23502	28132
2731	23509	28121
2732	23519	28115
2733	23527	28106
2734	23536	28098
2735	23543	28087
2736	23553	28080
2737	23560	28069
2738	23568	28060
2739	23574	28048
2740	23584	28041
2741	23591	28031
2742	23602	28025
2743	23614	28020
2744	23622	28011
2745	23630	28002
2746	23638	27992
2747	23647	27984
2748	23654	27974
2749	23662	27964
2750	23669	27954
2751	23675	27942
2752	23685	27935
2753	23692	27925
2754	23701	27917
2755	23708	27906
2756	23718	27899
2757	23724	27888
2758	23734	27881
2759	23743	27872
2760	23750	27862
2761	23756	27851
2762	23764	27841
2763	23771	27830
2764	23781	27823
2765	23788	27813
2766	23799	27808
2767	23808	27799
2768	23817	27791
2769	23826	27782
2770	23834	27773
2771	23842	27764
2772	23851	27755
2773	23858	27746
2774	23865	27736
2775	23872	27724
2776	23882	27717
2777	23888	27706
2778	23898	27699
2779	23905	27688
2780	23915	27682
2781	23921	27670
2782	23932	27664
2783	23939	27654
2784	23947	27644
2785	23954	27633
2786	23962	27625
2787	23968	27614
2788	23979	27607
2789	23986	27597
2790	23996	27590
2791	24003	27579
2792	24014	27573
2793	24020	27562
2794	24030	27555
2795	24036	27544
2796	24045	27536
2797	24051	27524
2798	24059	27515
2799	24066	27504
2800	24075	27496
2801	24082	27486
2802	24092	27478
2803	24099	27468
2804	24110	27462
2805	24116	27451
2806	24125	27443
2807	24132	27432
2808	24141	27424
2809	24147	27413
2810	24154	27402
2811	24161	27392
2812	24168	27381
2813	24178	27374
2814	24184	27363
2815	24194	27356
2816	24201	27345
2817	24210	27338
2818	24217	27327
2819	24227	27320
2820	24233	27309
2821	24242	27300
2822	24248	27289
2823	24255	27278
2824	24261	27267
2825	24269	27258
2826	24278	27250
2827	24290	27245
2828	24298	27235
2829	24308	27228
2830	24315	27218
2831	24325	27211
2832	24332	27200
2833	24343	27195
2834	24352	27186
2835	24359	27176
2836	24365	27165
2837	24374	27157
2838	24381	27146
2839	24391	27140
2840	24397	27128
2841	24407	27121
2842	24413	27110
2843	24423	27103
2844	24430	27092
2845	24439	27084
2846	24445	27073
2847	24453	27063
2848	24459	27052
2849	24468	27044
2850	24476	27034
2851	24484	27025
2852	24493	27017
2853	24502	27009
2854	24510	26999
2855	24520	26993
2856	24527	26982
2857	24536	26974
2858	24542	26963
2859	24549	26953
2860	24557	26943
2861	24563	26932
2862	24574	26926
2863	24582	26917
2864	24591	26909
2865	24600	26900
2866	24608	26891
2867	24618	26884
2868	24626	26874
2869	24634	26866
2870	24641	26855
2871	24650	26847
2872	24656	26836
2873	24664	26827
2874	24673	26818
2875	24682	26810
2876	24690	26801
2877	24700	26794
2878	24707	26784
2879	24716	26775
2880	24724	26767
2881	24732	26758
2882	24739	26747
2883	24747	26737
2884	24754	26727
2885	24762	26718
2886	24772	26711
2887	24780	26702
2888	24788	26693
2889	24796	26684
2890	24805	26675
2891	24812	26666
2892	24821	26657
2893	24829	26648
2894	24836	26637
2895	24843	26628
2896	24851	26618
2897	24858	26608
2898	24868	26601
2899	24874	26590
2900	24885	26584
2901	24892	26573
2902	24902	26566
2903	24908	26555
2904	24918	26548
2905	24925	26537
2906	24933	26529
2907	24939	26517
2908	24947	26508
2909	24954	26498
2910	24963	26489
2911	24970	26479
2912	24978	26470
2913	24986	26461
2914	24996	26453
2915	25003	26444
2916	25013	26436
2917	25020	26426
2918	25028	26417
2919	25035	26406
2920	25041	26396
2921	25049	26386
2922	25056	26376
2923	25065	26368
2924	25071	26357
2925	25083	26352
2926	25092	26344
2927	25100	26335
2928	25109	26326
2929	25117	26317
2930	25125	26308
2931	25132	26298
2932	25139	26287
2933	25147	26279
2934	25154	26268
2935	25164	26261
2936	25171	26251
2937	25181	26244
2938	25188	26233
2939	25197	26225
2940	25202	26214
2941	25213	26207
2942	25219	26196
2943	25228	26188
2944	25235	26177
2945	25243	26168
2946	25249	26158
2947	25259	26150
2948	25267	26141
2949	25275	26131
2950	25285	26125
2951	25298	26121
2952	25307	26113
2953	25316	26104
2954	25324	26096
2955	25331	26085
2956	25339	26076
2957	25347	26067
2958	25357	26060
2959	25365	26051
2960	25374	26042
2961	25382	26033
2962	25392	26026
2963	25398	26015
2964	25407	26007
2965	25415	25997
2966	25423	25989
2967	25430	25979
2968	25437	25968
2969	25445	25959
2970	25453	25950
2971	25462	25942
2972	25469	25931
2973	25478	25923
2974	25484	25912
2975	25494	25905
2976	25501	25895
2977	25511	25888
2978	25519	25879
2979	25527	25870
2980	25533	25859
2981	25541	25850
2982	25548	25839
2983	25559	25833
2984	25565	25822
2985	25575	25815
2986	25582	25804
2987	25593	25799
2988	25600	25788
2989	25610	25781
2990	25618	25773
2991	25625	25762
2992	25631	25751
2993	25640	25743
2994	25646	25732
2995	25656	25725
2996	25662	25714
2997	25673	25707
2998	25680	25697
2999	25690	25690
3000	25697	25680
3001	25708	25673
3002	25714	25663
3003	25722	25654
3004	25729	25643
3005	25738	25635
3006	25744	25624
3007	25754	25617
3008	25762	25608
3009	25773	25601
3010	25780	25591
3011	25790	25584
3012	25796	25574
3013	25807	25567
3014	25813	25556
3015	25822	25548
3016	25829	25537
3017	25838	25529
3018	25844	25519
3019	25854	25512
3020	25861	25502
3021	25871	25495
3022	25878	25484
3023	25888	25477
3024	25895	25467
3025	25905	25460
3026	25915	25453
3027	25923	25443
3028	25930	25433
3029	25937	25423
3030	25943	25413
3031	25953	25406
3032	25960	25395
3033	25971	25389
3034	25977	25378
3035	25988	25371
3036	25994	25361
3037	26004	25354
3038	26011	25344
3039	26020	25335
3040	26026	25325
3041	26035	25316
3042	26041	25305
3043	26052	25299
3044	26058	25288
3045	26068	25281
3046	26074	25270
3047	26084	25262
3048	26091	25253
3049	26101	25246
3050	26108	25235
3051	26117	25227
3052	26124	25217
3053	26131	25207
3054	26138	25197
3055	26146	25188
3056	26154	25179
3057	26162	25170
3058	26171	25161
3059	26180	25154
3060	26188	25144
3061	26196	25135
3062	26204	25126
3063	26212	25117
3064	26220	25107
3065	26226	25097
3066	26234	25088
3067	26241	25078
3068	26251	25071
3069	26258	25061
3070	26268	25053
3071	26274	25043
3072	26286	25037
3073	26295	25029
3074	26303	25020
3075	26311	25010
3076	26318	25000
3077	26324	24990
3078	26333	24982
3079	26339	24971
3080	26349	24963
3081	26355	24953
3082	26365	24945
3083	26372	24935
3084	26382	24928
3085	26388	24918
3086	26398	24910
3087	26405	24900
3088	26414	24892
3089	26420	24881
3090	26427	24871
3091	26434	24861
3092	26442	24852
3093	26450	24843
3094	26459	24834
3095	26467	24825
3096	26475	24816
3097	26483	24808
3098	26491	24798
3099	26500	24790
3100	26508	24781
3101	26515	24771
3102	26522	24762
3103	26531	24753
3104	26540	24745
3105	26549	24737
3106	26557	24728
3107	26566	24720
3108	26574	24711
3109	26583	24702
3110	26592	24694
3111	26600	24685
3112	26608	24676
3113	26615	24666
3114	26623	24657
3115	26631	24648
3116	26637	24638
3117	26646	24630
3118	26656	24622
3119	26665	24613
3120	26673	24605
3121	26681	24596
3122	26690	24587
3123	26698	24579
3124	26706	24570
3125	26714	24560
3126	26720	24550
3127	26728	24541
3128	26735	24531
3129	26745	24524
3130	26753	24514
3131	26762	24506
3132	26770	24497
3133	26779	24489
3134	26787	24480
3135	26796	24471
3136	26804	24463
3137	26812	24453
3138	26819	24443
3139	26827	24435
3140	26835	24426
3141	26844	24418
3142	26853	24409
3143	26862	24401
3144	26870	24392
3145	26879	24384
3146	26889	24377
3147	26896	24367
3148	26908	24362
3149	26915	24352
3150	26925	24344
3151	26933	24335
3152	26942	24327
3153	26950	24318
3154	26959	24310
3155	26967	24301
3156	26977	24293
3157	26985	24285
3158	26994	24276
3159	27002	24268
3160	27010	24258
3161	27017	24248
3162	27025	24239
3163	27034	24231
3164	27043	24223
3165	27053	24216
3166	27061	24207
3167	27072	24201
3168	27080	24191
3169	27090	24184
3170	27098	24176
3171	27106	24166
3172	27113	24156
3173	27121	24148
3174	27128	24138
3175	27138	24130
3176	27145	24120
3177	27156	24114
3178	27164	24105
3179	27174	24097
3180	27182	24088
3181	27191	24080
3182	27200	24073
3183	27207	24063
3184	27215	24053
3185	27223	24044
3186	27231	24035
3187	27240	24027
3188	27251	24021
3189	27258	24011
3190	27269	24004
3191	27276	23995
3192	27287	23988
3193	27294	23978
3194	27303	23970
3195	27311	23961
3196	27320	23953
3197	27328	23944
3198	27338	23936
3199	27345	23927
3200	27354	23919
3201	27364	23912
3202	27372	23902
3203	27382	23895
3204	27389	23885
3205	27398	23877
3206	27405	23867
3207	27412	23857
3208	27421	23849
3209	27429	23840
3210	27437	23831
3211	27445	23822
3212	27454	23814
3213	27464	23806
3214	27472	23797
3215	27482	23790
3216	27489	23780
3217	27498	23772
3218	27505	23762
3219	27513	23753
3220	27520	23744
3221	27531	23737
3222	27539	23728
3223	27550	23722
3224	27559	23714
3225	27569	23706
3226	27578	23698
3227	27586	23689
3228	27595	23681
3229	27602	23671
