iter	RMSE
222	0.9175071323
223	0.9171671886
224	0.9168320974
225	0.9165160393
226	0.9161715823
227	0.9158412684
228	0.9155211197
229	0.915199315
230	0.914892668
231	0.9145664862
232	0.9142513454
233	0.9139430141
234	0.9136107927
235	0.9133011762
236	0.9129912687
237	0.9126578353
238	0.912321696
239	0.9120068036
240	0.9117057929
241	0.9113831466
242	0.9110598036
243	0.9107086107
244	0.9104002334
245	0.9100831241
246	0.9097666419
247	0.9094541473
248	0.909131665
249	0.90882718
250	0.9085196796
251	0.9081989635
252	0.9078856896
253	0.9075564699
254	0.9072415332
255	0.9069292421
256	0.9066169138
257	0.906307156
258	0.906021714
259	0.905706004
260	0.9053956628
261	0.9050837225
262	0.9048011877
263	0.9044925146
264	0.904173362
265	0.9038662718
266	0.9035408464
267	0.9032453003
268	0.9029581703
269	0.9026614608
270	0.9023616594
271	0.9020600513
272	0.9017631563
273	0.9014410059
274	0.9011304566
275	0.9008360422
276	0.9005468008
277	0.9002554577
278	0.8999305235
279	0.8996323865
280	0.8993013821
281	0.8990112209
282	0.8987224508
283	0.8984083381
284	0.8981197206
285	0.8978349416
286	0.8975526029
287	0.8972417778
288	0.8969387122
289	0.8966338046
290	0.8963407234
291	0.8960290244
292	0.8957360428
293	0.8954360668
294	0.8951522002
295	0.8948583376
296	0.89454507
297	0.8942410042
298	0.8939286175
299	0.893627514
300	0.8933429458
301	0.8930210725
302	0.8927351772
303	0.8924621573
304	0.8921591571
305	0.8918650554
306	0.8915650666
307	0.8912945498
308	0.8910016647
309	0.8907330442
310	0.8904290776
311	0.8901197236
312	0.8898359569
313	0.88953023
314	0.8892293557
315	0.8889356504
316	0.8886276094
317	0.8883531186
318	0.8880537548
319	0.8877793804
320	0.8875004602
321	0.8871937126
322	0.8869039843
323	0.8866109926
324	0.8863459659
325	0.8860391395
326	0.8857453107
327	0.8854620711
328	0.8851604284
329	0.8848622728
330	0.8845535477
331	0.8842845482
332	0.8840312702
333	0.8837364961
334	0.8834560279
335	0.8831816572
336	0.8829046347
337	0.8826131117
338	0.8823274351
339	0.8820289134
340	0.8817493212
341	0.881464288
342	0.8811735648
343	0.880870527
344	0.8805763274
345	0.880277236
346	0.8799967161
347	0.8797034648
348	0.879433324
349	0.8791366237
350	0.8788357866
351	0.8785369035
352	0.8782516876
353	0.877967686
354	0.8776983064
355	0.8774290505
356	0.8771693236
357	0.8768691577
358	0.876587103
359	0.8763008404
360	0.8760224263
361	0.8757640356
362	0.8754798923
363	0.8752072187
364	0.8749164531
365	0.8746408466
366	0.8743698176
367	0.8741106292
368	0.8738176147
369	0.8735444839
370	0.8732731375
371	0.8730138199
372	0.8727201815
373	0.8724580982
374	0.87217404
375	0.8719047876
376	0.8716367552
377	0.8713369448
378	0.8710740468
379	0.8707986659
380	0.8705313421
381	0.8702646552
382	0.8700052454
383	0.8697259318
384	0.8694753792
385	0.8692127275
386	0.8689309333
387	0.8686729383
388	0.8684158782
389	0.868128727
390	0.8678826246
391	0.8676225147
392	0.8673673675
393	0.8670970618
394	0.8668237456
395	0.8665475213
396	0.8662739838
397	0.8659866767
398	0.8657349491
399	0.8654790096
400	0.8652103544
401	0.8649450912
402	0.8646970448
403	0.8644261223
404	0.8641579909
405	0.863898486
406	0.8636301575
407	0.8633614962
408	0.8630983047
409	0.8628408435
410	0.8625767673
411	0.8623107516
412	0.8620666784
413	0.8618158687
414	0.8615502326
415	0.8612947289
416	0.8610278111
417	0.860755032
418	0.8604969984
419	0.8602330688
420	0.8599774693
421	0.8597341022
422	0.8594755943
423	0.8592173347
424	0.8589503771
425	0.8587026393
426	0.8584589782
427	0.8581966025
428	0.8579444765
429	0.8576890228
430	0.8574388957
431	0.8571846381
432	0.8569232406
433	0.8566610009
434	0.8564180741
435	0.8561765533
436	0.855923027
437	0.8556607187
438	0.8554046981
439	0.8551699562
440	0.8549078001
441	0.8546466895
442	0.8544107399
443	0.8541678662
444	0.8539184229
445	0.8536688635
446	0.8534243454
447	0.8531846113
448	0.8529284693
449	0.852662326
450	0.8524059995
451	0.8521698947
452	0.8519291323
453	0.8516850419
454	0.8514424978
455	0.8511980173
456	0.8509531796
457	0.8507139755
458	0.8504554173
459	0.8502229675
460	0.8499981578
461	0.849747281
462	0.8494955234
463	0.8492426094
464	0.8489789497
465	0.8487421206
466	0.8485032371
467	0.848261904
468	0.8480110118
469	0.8477730387
470	0.8475074569
471	0.8472560108
472	0.8470024688
473	0.8467687225
474	0.8465333649
475	0.8463217065
476	0.8460717013
477	0.845832644
478	0.8455917149
479	0.845359211
480	0.8451313999
481	0.8448998095
482	0.8446560219
483	0.8444138117
484	0.8441783506
485	0.8439592334
486	0.8437126708
487	0.8434721812
488	0.8432228273
489	0.8429750798
490	0.8427259247
491	0.8424881308
492	0.8422597729
493	0.8420463232
494	0.8418010024
495	0.841578858
496	0.8413400325
497	0.8411096256
498	0.8408961641
499	0.8406864993
500	0.8404494812
501	0.8402112957
502	0.8399588519
503	0.839740835
504	0.8395144959
505	0.839274968
506	0.8390441157
507	0.8387938355
508	0.8385584236
509	0.8383250067
510	0.8380990851
511	0.8378689073
512	0.8376481948
513	0.837417019
514	0.837182032
515	0.8369554895
516	0.8367392216
517	0.8365060049
518	0.8362768659
519	0.8360374982
520	0.8358071616
521	0.8355566846
522	0.8353150912
523	0.8350840538
524	0.8348403661
525	0.8345954012
526	0.8343901498
527	0.83416784
528	0.8339252932
529	0.833715697
530	0.8334847035
531	0.8332617369
532	0.8330423913
533	0.8328205899
534	0.8325977711
535	0.8323596026
536	0.8321441446
537	0.8319428904
538	0.8317176118
539	0.8314835443
540	0.8312639646
541	0.8310446199
542	0.8308202693
543	0.8305863984
544	0.8303706301
545	0.8301439474
546	0.8299220214
547	0.8296848892
548	0.8294558617
549	0.8292207309
550	0.8289986212
551	0.8287662526
552	0.8285616497
553	0.8283391263
554	0.8281182765
555	0.8278972605
556	0.827678499
557	0.827466593
558	0.8272709736
559	0.8270478449
560	0.826827204
561	0.8266023821
562	0.8263729577
563	0.8261537295
564	0.825942128
565	0.8257201496
566	0.8255001253
567	0.8252974537
568	0.8250754543
569	0.824869091
570	0.8246526498
571	0.8244513843
572	0.8242361383
573	0.8240286001
574	0.8238013276
575	0.8235830866
576	0.8233924122
577	0.823161656
578	0.8229553169
579	0.822751824
580	0.8225307948
581	0.8223235181
582	0.8221283954
583	0.8219223345
584	0.8217033887
585	0.8214991756
586	0.8212953695
587	0.8210827544
588	0.820873971
589	0.8206667435
590	0.8204382874
591	0.8202199698
592	0.8200180851
593	0.8198198068
594	0.8196133225
595	0.8194023368
596	0.8192010099
597	0.818991552
598	0.8187881616
599	0.818586334
600	0.8183637773
601	0.8181527339
602	0.8179673296
603	0.8177726425
604	0.8175562357
605	0.8173556191
606	0.8171489647
607	0.8169423099
608	0.816717815
609	0.8165325828
610	0.8163274121
611	0.8161321264
612	0.8159378478
613	0.81573144
614	0.8155219578
615	0.8153210682
616	0.8151290446
617	0.8149185817
618	0.8147155084
619	0.8145099012
620	0.8143013739
621	0.8140871236
622	0.813890171
623	0.8136836693
624	0.8134973616
625	0.8132935889
626	0.8130849332
627	0.8128925986
628	0.8126930795
629	0.8124790631
630	0.812305534
631	0.8120971844
632	0.8119162578
633	0.8117281906
634	0.8115353423
635	0.8113307661
636	0.8111227918
637	0.8109239332
638	0.8107346344
639	0.8105321309
640	0.8103344261
641	0.8101368029
642	0.8099431814
643	0.8097485885
644	0.8095531929
645	0.8093652257
646	0.8091668437
647	0.8089623573
648	0.8087730883
649	0.8085643611
650	0.8083505821
651	0.8081880359
652	0.8079977805
653	0.8077962277
654	0.8075984529
655	0.80742418
656	0.8072318894
657	0.8070330852
658	0.8068318795
659	0.8066481472
660	0.8064455019
661	0.8062464533
662	0.8060559193
663	0.8058692169
664	0.8056865078
665	0.8054930566
666	0.8053094175
667	0.805112421
668	0.8049213974
669	0.8047265174
670	0.8045291772
671	0.8043327492
672	0.8041514978
673	0.8039590825
674	0.803776997
675	0.803587849
676	0.8033839221
677	0.8031840694
678	0.802990587
679	0.8027892109
680	0.8026012262
681	0.8024100221
682	0.8022449503
683	0.8020555173
684	0.801862071
685	0.8016755517
686	0.8014987055
687	0.8013011657
688	0.8011104236
689	0.8009265441
690	0.8007424719
691	0.8005554787
692	0.8003781659
693	0.8001838828
694	0.7999868189
695	0.7997996746
696	0.7996081437
697	0.7994080827
698	0.7992277385
699	0.7990497987
700	0.7988620603
701	0.7986925285
702	0.7985043135
703	0.7983217762
704	0.7981373567
705	0.797953893
706	0.7977812391
707	0.7975869828
708	0.7973985253
709	0.7972022575
710	0.7970084494
711	0.7968319601
712	0.7966548537
713	0.7964940736
714	0.7963062735
715	0.7961279821
716	0.7959415401
717	0.7957484884
718	0.7955757751
719	0.7953919575
720	0.7952176139
721	0.7950293542
722	0.7948523891
723	0.794680444
724	0.7945057683
725	0.794327954
726	0.794159636
727	0.7939805713
728	0.7937966243
729	0.793613827
730	0.7934404399
731	0.7932581721
732	0.7930761725
733	0.7929085744
734	0.7927348746
735	0.7925521057
736	0.7923839833
737	0.7922019134
738	0.7920220694
739	0.7918450952
740	0.7916825513
741	0.7915218497
742	0.791356543
743	0.791169895
744	0.7909934364
745	0.7908276099
746	0.7906682039
747	0.7904839148
748	0.7903217306
749	0.7901417473
750	0.7899685727
751	0.7897775096
752	0.7895921804
753	0.7894215659
754	0.7892531798
755	0.7890969672
756	0.7889258328
757	0.7887437368
758	0.7885653295
759	0.7884024294
760	0.7882352602
761	0.7880730926
762	0.78789959
763	0.7877266485
764	0.7875565679
765	0.7873827147
766	0.7872085358
767	0.787030031
768	0.7868550283
769	0.7866831866
770	0.7865193209
771	0.7863471252
772	0.7861692609
773	0.7860135217
774	0.7858307067
775	0.7856637361
776	0.7854890598
777	0.7853295185
778	0.7851913497
779	0.7850161225
780	0.784844971
781	0.7846689749
782	0.784493778
783	0.7843148293
784	0.7841433912
785	0.7839773784
786	0.7838196328
787	0.7836488368
788	0.7834743337
789	0.7833012383
790	0.7831546581
791	0.7829930841
792	0.7828265951
793	0.7826577456
794	0.7824901986
795	0.7823213761
796	0.7821558307
797	0.7819954264
798	0.7818266441
799	0.7816889646
800	0.7815087983
801	0.7813506438
802	0.781197423
803	0.7810368785
804	0.7808858871
805	0.7807272624
806	0.7805740578
807	0.7804118742
808	0.7802587285
809	0.7800974243
810	0.7799364659
811	0.7797750201
812	0.7796098231
813	0.7794386541
814	0.7792683747
815	0.7790926266
816	0.7789248763
817	0.7787504162
818	0.7785913024
819	0.7784320799
820	0.7782832204
821	0.7781343652
822	0.7779794921
823	0.77781609
824	0.7776464552
825	0.7774708307
826	0.7773072816
827	0.7771393125
828	0.7769852252
829	0.7768250806
830	0.7766802239
831	0.7765157144
832	0.7763586923
833	0.7762116498
834	0.7760580775
835	0.7759148996
836	0.7757587622
837	0.775614897
838	0.7754618031
839	0.7753186544
840	0.7751549057
841	0.7750175631
842	0.7748527858
843	0.7747003957
844	0.7745318294
845	0.7743759025
846	0.7742126138
847	0.7740693803
848	0.7738997511
849	0.7737532391
850	0.7736006475
851	0.7734352031
852	0.7732960384
853	0.7731431385
854	0.7729815562
855	0.7728292886
856	0.7726730304
857	0.7725018426
858	0.7723595535
859	0.7722153777
860	0.772079276
861	0.771917059
862	0.7717473025
863	0.7715819156
864	0.7714381312
865	0.7712881812
866	0.7711335279
867	0.7709805257
868	0.7708126839
869	0.7706572673
870	0.7704953658
871	0.7703376414
872	0.7701845732
873	0.7700426891
874	0.7698859647
875	0.7697231646
876	0.7695766848
877	0.7694110301
878	0.7692630598
879	0.7691150455
880	0.7689507928
881	0.7688179885
882	0.7686803661
883	0.7685431099
884	0.7683964996
885	0.7682594186
886	0.7681208975
887	0.7679752598
888	0.7678203844
889	0.767665099
890	0.7675418004
891	0.7673938951
892	0.7672548695
893	0.7671025611
894	0.7669655724
895	0.7668244995
896	0.7666742961
897	0.7665315466
898	0.7663941644
899	0.7662411396
900	0.7660950755
901	0.7659496006
902	0.7658105833
903	0.7656680374
904	0.7655341919
905	0.7654009776
906	0.7652572368
907	0.765132213
908	0.7649809379
909	0.764835607
910	0.7646910948
911	0.7645355703
912	0.7644122855
913	0.764274512
914	0.7641439773
915	0.7640022108
916	0.7638683517
917	0.7637260516
918	0.7635738401
919	0.7634350437
920	0.7632978066
921	0.7631466322
922	0.7630067647
923	0.7628795353
924	0.7627366575
925	0.7625853869
926	0.7624325233
927	0.7622856147
928	0.7621493754
929	0.7620181154
930	0.7618732021
931	0.7617317588
932	0.7615860576
933	0.7614538026
934	0.7613111185
935	0.7611805614
936	0.7610469802
937	0.7609215542
938	0.7607693384
939	0.7606221203
940	0.7604708008
941	0.7603248482
942	0.7601764109
943	0.7600528031
944	0.7599219245
945	0.7597913657
946	0.759653412
947	0.7595247726
948	0.7593741301
949	0.7592506079
950	0.7591309482
951	0.7589982998
952	0.7588517903
953	0.758728118
954	0.7585852833
955	0.7584306774
956	0.7582826225
957	0.7581508384
958	0.7580159754
959	0.757877411
960	0.757743631
961	0.7576036126
962	0.7574708101
963	0.7573351968
964	0.7571917233
965	0.7570539209
966	0.7569133786
967	0.756784365
968	0.7566412156
969	0.7565073984
970	0.7563695573
971	0.7562361646
972	0.7561170056
973	0.7559952077
974	0.7558622051
975	0.7557158704
976	0.755587201
977	0.7554713598
978	0.7553349532
979	0.7552208629
980	0.7550903176
981	0.7549568562
982	0.7548280782
983	0.7547009564
984	0.7545778921
985	0.7544340335
986	0.7543038963
987	0.7541699158
988	0.754033193
989	0.7538996243
990	0.7537825418
991	0.7536594044
992	0.753528701
993	0.753389732
994	0.7532644592
995	0.7531285539
996	0.75298691
997	0.7528523653
998	0.7527068001
999	0.7525723857
1000	0.7524448218
1001	0.7523188117
1002	0.7521787729
1003	0.7520571621
1004	0.7519202558
1005	0.7517838326
1006	0.7516494891
1007	0.7515081291
1008	0.7513663675
1009	0.7512433275
1010	0.7511250672
1011	0.7509876557
1012	0.7508533079
1013	0.7507189015
1014	0.7505908037
1015	0.7504691776
1016	0.7503574361
1017	0.7502179999
1018	0.7500885875
1019	0.7499756845
1020	0.7498459545
1021	0.7497112789
1022	0.7495787696
1023	0.7494647898
1024	0.7493391001
1025	0.7492146785
1026	0.7490752568
1027	0.7489520408
1028	0.7488229944
1029	0.7487057196
1030	0.7486000882
1031	0.7484687436
1032	0.7483430637
1033	0.7482182103
1034	0.7480942716
1035	0.7479798008
1036	0.7478400373
1037	0.7477205233
1038	0.747575287
1039	0.7474594926
1040	0.7473407391
1041	0.7472172013
1042	0.7470876073
1043	0.7469622568
1044	0.7468246275
1045	0.746704536
1046	0.7465692305
1047	0.7464429477
1048	0.7463137821
1049	0.7462010703
1050	0.7460730003
1051	0.7459535166
1052	0.745825069
1053	0.7457053689
1054	0.7455776981
1055	0.7454548247
1056	0.7453313709
1057	0.7452148181
1058	0.7450879497
1059	0.7449613606
1060	0.7448520683
1061	0.7447244507
1062	0.7445999338
1063	0.7444786058
1064	0.7443554553
1065	0.7442515622
1066	0.7441265608
1067	0.7440075874
1068	0.7438836366
1069	0.7437780849
1070	0.7436536094
1071	0.7435332801
1072	0.7433978281
1073	0.7432723475
1074	0.7431551581
1075	0.7430274117
1076	0.7429072935
1077	0.7427860956
1078	0.7426715573
1079	0.7425434894
1080	0.7424089163
1081	0.7422847878
1082	0.7421705326
1083	0.7420700512
1084	0.7419508739
1085	0.7418304232
1086	0.7417079009
1087	0.7415808977
1088	0.7414575901
1089	0.7413331373
1090	0.7412131538
1091	0.7410894717
1092	0.7409646443
1093	0.740864974
1094	0.7407452125
1095	0.7406195803
1096	0.7404971836
1097	0.7403854915
1098	0.74028005
1099	0.7401614948
1100	0.74004039
1101	0.7399337507
1102	0.7398224556
1103	0.7397127548
1104	0.7395828638
1105	0.7394644315
1106	0.7393454822
1107	0.7392274155
1108	0.7391268151
1109	0.7390293641
1110	0.7389150739
1111	0.7388101816
1112	0.7387013666
1113	0.7385860483
1114	0.7384703149
1115	0.7383583294
1116	0.7382487814
1117	0.7381501214
1118	0.7380289436
1119	0.7378948398
1120	0.737782751
1121	0.7376681818
1122	0.7375565988
1123	0.737464153
1124	0.7373454389
1125	0.7372289906
1126	0.7371158509
1127	0.7369952901
1128	0.736879614
1129	0.7367723691
1130	0.7366686316
1131	0.7365552545
1132	0.7364464623
1133	0.736335507
1134	0.7362255344
1135	0.7361173811
1136	0.7360010081
1137	0.7358818707
1138	0.7357810357
1139	0.7356760838
1140	0.7355586559
1141	0.7354523998
1142	0.7353462999
1143	0.7352204084
1144	0.7351111578
1145	0.7350032677
1146	0.7348896326
1147	0.7347803307
1148	0.7346641904
1149	0.7345502327
1150	0.7344278609
1151	0.7343121857
1152	0.734204192
1153	0.7340853071
1154	0.7339640266
1155	0.7338452972
1156	0.7337456571
1157	0.7336372601
1158	0.7335302692
1159	0.7334273775
1160	0.7333133681
1161	0.7332036406
1162	0.7330881681
1163	0.7329881835
1164	0.7328720799
1165	0.7327616655
1166	0.7326730467
1167	0.7325753689
1168	0.7324732113
1169	0.7323608054
1170	0.7322592768
1171	0.7321599887
1172	0.7320552691
1173	0.731949804
1174	0.7318411877
1175	0.7317355623
1176	0.7316201718
1177	0.7315101547
1178	0.7313966305
1179	0.7312769082
1180	0.7311782539
1181	0.7310677869
1182	0.7309459441
1183	0.7308486257
1184	0.7307385746
1185	0.7306308705
1186	0.7305254181
1187	0.7304284209
1188	0.7303198484
1189	0.7302115122
1190	0.7301012006
1191	0.7299913361
1192	0.7298818105
1193	0.7297770727
1194	0.7296584955
1195	0.7295509879
1196	0.7294599949
1197	0.7293560206
1198	0.729242023
1199	0.7291437779
1200	0.7290229869
1201	0.7289205348
1202	0.7288121879
1203	0.7287108858
1204	0.7286063961
1205	0.7284985639
1206	0.7284077154
1207	0.7282890206
1208	0.7281734569
1209	0.7280741113
1210	0.7279869291
1211	0.7278926235
1212	0.7277812285
1213	0.7276623469
1214	0.7275568236
1215	0.7274523017
1216	0.7273560072
1217	0.7272555418
1218	0.7271695302
1219	0.727071112
1220	0.7269704316
1221	0.7268807825
1222	0.7267652213
1223	0.7266675356
1224	0.7265607656
1225	0.7264448468
1226	0.7263415515
1227	0.7262476701
1228	0.7261392231
1229	0.7260223445
1230	0.7259181828
1231	0.7258164113
1232	0.7257030131
1233	0.7255933974
1234	0.7254927762
1235	0.7253868461
1236	0.7252817422
1237	0.7251915249
1238	0.7250897935
1239	0.7249817267
1240	0.7248774732
1241	0.7247687148
1242	0.7246809493
1243	0.7245784975
1244	0.7244776122
1245	0.7243802863
1246	0.7242728735
1247	0.7241720931
1248	0.7240704504
1249	0.7239671375
1250	0.7238716153
1251	0.723764618
1252	0.72365849
1253	0.72356127
1254	0.7234667863
1255	0.7233638264
1256	0.7232519681
1257	0.7231686581
1258	0.7230817767
1259	0.7229846089
1260	0.7228962966
1261	0.7227949189
1262	0.7226930335
1263	0.7225882769
1264	0.7224929313
1265	0.7223834266
1266	0.7222971173
1267	0.7222040314
1268	0.7221152329
1269	0.7220047464
1270	0.7218992781
1271	0.721802424
1272	0.7217090141
1273	0.7216119144
1274	0.7215172464
1275	0.7214093429
1276	0.7213234177
1277	0.7212359641
1278	0.7211288047
1279	0.7210381565
1280	0.7209320133
1281	0.7208356991
1282	0.720734308
1283	0.7206374526
1284	0.7205437038
1285	0.7204477036
1286	0.7203432135
1287	0.7202401081
1288	0.7201511058
1289	0.7200389363
1290	0.719936304
1291	0.7198419656
1292	0.7197352467
1293	0.7196414064
1294	0.7195432028
1295	0.7194527068
1296	0.7193648061
1297	0.7192709848
1298	0.7191841834
1299	0.7190932657
1300	0.7189940758
1301	0.7188936466
1302	0.7187933869
1303	0.7187042781
1304	0.7186048381
1305	0.7185076709
1306	0.7184077153
1307	0.7183215675
1308	0.7182261643
1309	0.7181223545
1310	0.7180358987
1311	0.7179442055
1312	0.7178450128
1313	0.7177579507
1314	0.7176567931
1315	0.7175593352
1316	0.7174700506
1317	0.7173694673
1318	0.7172683412
1319	0.717170941
1320	0.7170751125
1321	0.7169912419
1322	0.7168904613
1323	0.7167873027
1324	0.7166917791
1325	0.7166135637
1326	0.7165100689
1327	0.7164154932
1328	0.7163202455
1329	0.7162331209
1330	0.716151223
1331	0.7160572442
1332	0.7159554624
1333	0.7158676041
1334	0.7157890152
1335	0.7157140642
1336	0.7156164088
1337	0.7155279664
1338	0.7154591432
1339	0.7153591824
1340	0.7152616854
1341	0.7151731913
1342	0.7150798313
1343	0.7149978686
1344	0.7149071074
1345	0.7148184396
1346	0.7147219032
1347	0.7146279836
1348	0.7145289006
1349	0.7144439936
1350	0.7143477303
1351	0.7142561495
1352	0.7141538274
1353	0.7140672872
1354	0.7139923727
1355	0.7139077825
1356	0.7138248498
1357	0.7137266957
1358	0.7136250615
1359	0.7135409694
1360	0.7134521089
1361	0.71335909
1362	0.713267563
1363	0.7131713995
1364	0.7130824071
1365	0.7129977736
1366	0.7129147023
1367	0.7128147021
1368	0.7127212423
1369	0.7126256723
1370	0.7125316375
1371	0.7124364714
1372	0.7123526817
1373	0.7122635366
1374	0.7121785938
1375	0.71208405
1376	0.7119911565
1377	0.7119098209
1378	0.7118181673
1379	0.7117318349
1380	0.7116370556
1381	0.7115469728
1382	0.7114608796
1383	0.7113769079
1384	0.7112835828
1385	0.7111929994
1386	0.7111175333
1387	0.7110353244
1388	0.7109456115
1389	0.7108551041
1390	0.7107700383
1391	0.7106741842
1392	0.7105979081
1393	0.7105046194
1394	0.7104187655
1395	0.7103388104
1396	0.7102448071
1397	0.7101638713
1398	0.7100783641
1399	0.7099883959
1400	0.7099107033
1401	0.7098281865
1402	0.7097378533
1403	0.709649438
1404	0.7095794324
1405	0.7094931079
1406	0.7094153233
1407	0.7093112713
1408	0.7092158286
1409	0.7091293579
1410	0.7090429811
1411	0.7089581414
1412	0.7088781204
1413	0.7087799594
1414	0.7087044674
1415	0.7086126115
1416	0.7085194264
1417	0.7084384984
1418	0.7083487988
1419	0.7082613747
1420	0.7081675271
1421	0.7080824504
1422	0.7079997625
1423	0.7079070736
1424	0.7078383387
1425	0.7077516191
1426	0.7076619595
1427	0.7075809337
1428	0.7074921114
1429	0.7074030861
1430	0.7073297355
1431	0.7072344545
1432	0.7071486968
1433	0.7070676864
1434	0.7069815416
1435	0.7069070771
1436	0.706839433
1437	0.706757641
1438	0.7066585965
1439	0.7065742386
1440	0.706493057
1441	0.7064228124
1442	0.7063366514
1443	0.7062556602
1444	0.7061815535
1445	0.7060973584
1446	0.7060149173
1447	0.7059263671
1448	0.7058491413
1449	0.7057620541
1450	0.7056805145
1451	0.7055997154
1452	0.705513794
1453	0.7054281309
1454	0.7053364518
1455	0.7052512031
1456	0.7051780534
1457	0.7051030807
1458	0.7050187062
1459	0.704919832
1460	0.7048373286
1461	0.704748265
1462	0.7046545504
1463	0.7045794551
1464	0.7044925673
1465	0.7044044979
1466	0.7043330542
1467	0.7042553018
1468	0.7041725027
1469	0.7040994981
1470	0.7040084979
1471	0.7039298303
1472	0.7038500058
1473	0.7037739381
1474	0.7037016819
1475	0.7036214033
1476	0.7035422521
1477	0.7034555358
1478	0.7033838988
1479	0.7033075998
1480	0.7032236704
1481	0.7031404312
1482	0.7030569485
1483	0.7029823315
1484	0.7028945013
1485	0.7028129776
1486	0.7027398948
1487	0.7026510829
1488	0.7025640724
1489	0.7024896223
1490	0.7024140837
1491	0.7023390354
1492	0.7022499156
1493	0.7021790441
1494	0.7020968684
1495	0.7020251064
1496	0.7019453101
1497	0.7018618081
1498	0.7017767414
1499	0.7016891233
1500	0.7016379177
1501	0.701554311
1502	0.7014805765
1503	0.7014088663
1504	0.7013249321
1505	0.7012440804
1506	0.7011725724
1507	0.7010850187
1508	0.7010110069
1509	0.7009338117
1510	0.7008413348
1511	0.7007702494
